module,type,name,res_id,src,value,comments
saas_portal,model,"ir.ui.view,arch_db",saas_portal.try_trial,it takes only a few minutes. Please check your email now for further instructions on how to login.,Demora apenas alguns minutos. Verifique agora seu e-mail para obter mais instruções sobre como fazer o login.,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_server_local_host,local host or ip address of server for server-side requests,local host or ip address of server for server-side requests,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_server_local_port,local tcp port of server for server-side requests,local tcp port of server for server-side requests,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_plan_maximum_allowed_dbs_per_partner,maximum allowed non-trial databases per customer,Máximo de banco de dados não trial permitido por cliente,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_plan_maximum_allowed_trial_dbs_per_partner,maximum allowed trial databases per customer,Máximo de banco de dados trial permitido por cliente,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_client_notification_sent,notification about oncoming expiration has sent,Notificação sobre expiração futura enviada,
saas_portal,model,"ir.model,name",saas_portal.model_oauth_application,oauth.application,oauth.application,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.view_saas_portal__config_settings,odoo.com,odoo.com,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.action_database_form,or,ou,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.saas_portal_create_client_view_form,or,ou,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.saas_portal_duplicate_client_view_form,or,ou,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.saas_portal_rename_database_view_form,or,ou,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.view_saas_portal__config_settings,or,ou,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.view_databases_form,plans,Planos,
saas_portal,model,"ir.ui.view,arch_db",saas_portal.view_plans_form,plans,Planos,
saas_portal,model,"ir.model,name",saas_portal.model_saas_config,saas.config,saas.config,
saas_portal,model,"ir.model,name",saas_portal.model_saas_config_fix,saas.config.fix,saas.config.fix,
saas_portal,model,"ir.model,name",saas_portal.model_saas_config_limit_number_of_records_line,saas.config.limit_number_of_records_line,saas.config.limit_number_of_records_line,
saas_portal,model,"ir.model,name",saas_portal.model_saas_config_param,saas.config.param,saas.config.param,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_batch_delete_wizard,saas_portal.batch_delete_wizard,saas_portal.batch_delete_wizard,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_config_settings,saas_portal.config.settings,saas_portal.config.settings,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_create_client,saas_portal.create_client,saas_portal.create_client,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_database,saas_portal.database,saas_portal.database,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_duplicate_client,saas_portal.duplicate_client,saas_portal.duplicate_client,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_edit_database,saas_portal.edit_database,saas_portal.edit_database,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_plan,saas_portal.plan,saas_portal.plan,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_rename_database,saas_portal.rename_database,saas_portal.rename_database,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_subscription_log,saas_portal.subscription_log,saas_portal.subscription_log,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_subscription_wizard,saas_portal.subscription_wizard,saas_portal.subscription_wizard,
saas_portal,model,"ir.model,name",saas_portal.model_saas_portal_support_team,saas_portal.support_team,saas_portal.support_team,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_subscription_wizard_expiration_new,set new expiration here,Estabeleça uma nova expiração aqui,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_plan_expiration,time to delete database. Use for demo,Tempo para excluir o banco de dados. Use para demonstração,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_client_expiration_datetime_sent,updates every time send_expiration_info is executed,Atualiza sempre que send_expiration_info é executado,
saas_portal,model,"ir.model.fields,help",saas_portal.field_saas_portal_server_verify_ssl,"verify SSL certificates for server-side HTTPS requests, just like a web browser","Verifique certificados SSL para solicitações HTTPS do lado do servidor, assim como um navegador da Web",
